"","X","cas","toxpi","average_VAM_scores","mesh","status","compound_name","Drug_Matrix_Rat_invitro_Single_Dose_1_day","Drug_Matrix_Rat_invivo_Single_Dose_1_day","Drug_Matrix_Rat_invivo_Repeated_Dose_3_days","Drug_Matrix_Rat_invivo_Repeated_Dose_5_days","TG_GATEs_Rat_invivo_Single_Dose_High_1_day","TG_GATEs_Rat_invivo_Single_Dose_Low_1_day","TG_GATEs_Rat_invivo_Single_Dose_Middle_1_day","Consensus_Rat_invitro_DM_TG_GATEs","Consensus_LINCS_HEPG2","PPI_STRINGdb","TG_Gates_Rat_invivo_Repeated_15_day_High","TG_Gates_Rat_invivo_Repeated_15_day_Low","TG_Gates_Rat_invivo_Repeated_15_day_Middle","TG_Gates_Rat_invivo_Repeated_29_day_High","TG_Gates_Rat_invivo_Repeated_29_day_Low","TG_Gates_Rat_invivo_Repeated_29_day_Middle","TG_Gates_Rat_invivo_Repeated_8_day_High","TG_Gates_Rat_invivo_Repeated_8_day_Low","TG_Gates_Rat_invivo_Repeated_8_day_Middle","TG_GATEs_Human_invitro_Single_Dose_1_day","TG_GATEs_Rat_invitro_Single_Dose_1_day","TG_GATEs_Rat_invivo_Repeated_Dose_15_days","TG_GATEs_Rat_invivo_Repeated_Dose_29_days","TG_GATEs_Rat_invivo_Repeated_Dose_8_days","unk_VAM_scores"
"C009501","","119-93-7",0.089187549,0.0420751505799341,"C009501","unk","2-tolidine",0.0773461724362877,0.00327906286196953,0.00385924141234274,NA,NA,0.0550193805780835,NA,0.0129696415769721,NA,NA,NA,0.0248649577496797,0.0101504157607907,0.00192509586444596,0.0354736385557274,0.0103622239244318,NA,0.0358407359123585,0.0863054441550556,0.0371782460948599,0.0926439430990365,0.00437668363339032,0.221974057609004,0.00170861863444502,0.0420751505799341
"C429623","","119168-77-3",0.082608916,0.15777103571859,"C429623","unk","4-chloro-N-((4-(1,1-dimethylethyl)phenyl)methyl)-3-ethyl-1-methyl-1H-pyrazole-5-carboxamide",NA,0.027808786454832,0.148339764574551,0.0233797000446904,0.182250781742917,0.303840478716725,0.144774914938226,0.104069968126436,0.0236882013369314,0.403705515284074,0.0529947910905279,0.283549413029351,0.0981403611670314,0.00505493210297931,0.160625611354073,0.0241968385972399,0.0325885384145198,0.590503454059757,0.0709677719207969,0.331081794889038,0.306744087217547,0.15224616348704,0.130318044932712,0.0278639080455743,0.15777103571859
"C055869","","1194-65-6",0.055760198,0.800659281133847,"C055869","unk","dichlobanil",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800659281133847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800659281133847
"C034020","","120-12-7",0.067490434,0.992592019152621,"C034020","unk","anthracene",0.999375067673398,0.998683891613081,0.999716440493369,0.999907025250606,0.99054344887147,0.985586067214977,0.999774876920158,0.999261915663485,0.99919806792282,0.997957970081407,0.999955011832909,0.988744015042094,0.993572443725434,0.999797270794115,0.999865821205489,0.999843488603086,0.980421191592453,0.998576647294747,0.97930053789917,0.976370297254967,0.948475688241683,0.997086098821756,0.991960677651369,0.998234497998854,0.992592019152621
"C004660","","120-32-1",0.076979559,0.826562417132395,"C004660","unk","clorophene",0.954231301755235,0.996050111932523,0.129235874752773,0.970983355455646,0.993591804253173,0.604104404173439,0.960727133793338,0.970154346328995,0.998371638623057,0.99662559580737,0.97617658003851,0.945436693719301,0.27569656589831,0.540430205251548,0.966409648425485,0.990344313675384,0.258199419066064,0.991116242350676,0.906219265863847,0.932938607861298,0.663547960768534,0.993991919218944,0.870945003073287,0.951970019090741,0.826562417132395
"C061481","","120-46-7",0.09328068,0.956542389816053,"C061481","unk","dibenzoylmethane",0.996853391443973,0.990098303155464,0.998513335509487,0.956326336780115,0.979572572673472,0.849886061857358,0.944249501115921,0.994030484999159,0.998692888359301,0.985952448547227,0.998001280853685,0.959679965502008,0.957400613332417,0.996500854393809,0.965310589613339,0.999828850133886,0.90700237549666,0.994995627466787,0.983749939346194,0.923389368077814,0.625333426748051,0.997888592182015,0.967060321114786,0.986700226882344,0.956542389816053
"C012313","","120-47-8",0.080334174,0.948717181117909,"C012313","edc","ethyl-p-hydroxybenzoate",0.998620466273631,0.998532481827152,0.992036717941298,0.997987144199423,0.955417068551272,0.90643940790588,0.993153435654249,0.999131740678691,0.999454626263122,0.988637574293992,0.93232888343239,0.939890411538057,0.93171926163613,0.980094066664665,0.971846024835698,0.998684041680564,0.476586810384573,0.987696519538414,0.958921711381059,0.963727266892518,0.915306324817066,0.993800963094424,0.930193667316117,0.959005730029425,0.948717181117909
"C006723","","120-51-4",0.060998541,0.428712219218095,"C006723","unk","benzyl benzoate",0.97869038582887,0.501828921472499,0.00476852453843879,0.132569529776204,0.220342678478126,0.0475114257685842,0.690090964710195,0.429067076824959,0.962113825906469,0.976722421476764,0.552267009245873,0.593570571399798,0.427030448704965,0.118687867946442,0.0379781736967516,0.468926070466967,0.0281944036656606,0.593777587428449,0.423508819080773,0.692697640603949,0.220681595852914,0.0313447608957617,0.72492375315501,0.43179880430986,0.428712219218095
"C013453","","120-71-8",0.062143997,0.319847232372081,"C013453","unk","cresidine",0.191096306614241,0.398046816796529,0.106402132104752,0.0454679431427917,0.183346395310039,0.215481852899893,0.659164311077466,0.804239103843042,0.378180572499341,0.00300291191495514,0.0420659590980619,0.55363570245044,0.24597521447063,0.168186329929057,0.216288465167434,0.436852380123609,0.158281833713891,0.584233215083887,0.396510456238577,0.207275189931536,0.456478718658768,0.275328427134792,0.319928988206477,0.630864350519735,0.319847232372081
"C030374","","120-72-9",0.053707128,0.515915408278582,"C030374","unk","indole",0.290727854042396,0.261897562809902,0.606548582685746,0.94208109623905,0.316244165219334,0.497853051234596,0.93692134286232,0.405150516306094,0.110516583046044,0.384606634910729,0.10952102667036,0.531961722306671,0.590291488137875,0.558921366764225,0.983118013770794,0.57933501311393,0.708472533650235,0.420007165876483,0.361919875547156,0.712245279547646,0.545354858003172,0.883761219748017,0.512964081650991,0.131548764542208,0.515915408278582
"C034221","","120-80-9",0.057224026,0.986615416293345,"C034221","unk","catechol",0.999746279462138,0.998689060937623,0.999740145835945,0.999767767312222,0.998223181954992,0.991082035191671,0.999510484993129,0.99611342023102,0.999450771652163,0.98038449846663,0.99959821956732,0.980565911415973,0.986271023210105,0.999927930401534,0.999635017273994,0.999379638857619,0.976971029190874,0.997652148391384,0.956770357118601,0.930584110698874,0.903344522811863,0.999918626510778,0.986417822299388,0.999025987254436,0.986615416293345
"C009947","","120-82-1",0.069727758,0.815273628083808,"C009947","unk","1,2,4-trichlorobenzene",0.949836660139916,0.932582970440117,0.997041727960084,0.856490147667381,0.546847846478995,0.856446006597829,0.883907819934439,0.88147220049391,0.993893249466589,0.607414927383091,0.945336019431959,0.802387153652284,0.919579812703819,0.960338878573831,0.95516656711288,0.981382847178091,0.877460074250802,0.952217415397525,0.270413524100386,0.129343747329859,0.521369803170168,0.958221306585194,0.848441983203839,0.938974384758413,0.815273628083808
"C004762","","120-83-2",0.066854025,0.946436998626684,"C004762","edc","2,4-dichlorophenol",0.995982313515799,0.986875475586496,0.999158452210345,0.996515693991518,0.919469802024183,0.788522115411831,0.994387250656567,0.977652033031011,0.98522607988255,0.985213744087679,0.98786747654396,0.865113211930128,0.955702142026005,0.997595438458453,0.980907611070366,0.951382705677817,0.955925559296314,0.979248901384798,0.709805294670465,0.919206481549962,0.894988859380231,0.99885098843419,0.894242713424407,0.994647622795347,0.946436998626684
"C007201","","120-92-3",0.054804097,0.131192553472284,"C007201","unk","cyclopentanone",NA,0.0782696681409731,0.0629775372254198,0.615651480807573,0.0101927422946416,0.0762195148844885,0.0456816257023726,0.112873208806223,0.165460927419586,NA,0.0965798510708485,0.00899379574148552,0.134016249014481,0.249295082410521,0.0187992975096981,0.126401013157017,0.143779102857289,0.0180161870877764,0.0738596319269861,NA,NA,0.160794435979241,0.337184570895763,0.0888051465133015,0.131192553472284
"C082360","","120068-37-3",0.065959848,0.996240220379274,"C082360","edc","fipronil",0.999559409743297,0.999941484333577,0.999927573934135,0.999825442190072,0.999439210422523,0.987340392261861,0.999760360813597,0.999743727884802,0.999638989727983,0.98647018547875,0.999914251142998,0.995058532730975,0.994948878482567,0.999976322313019,0.999803624239594,0.999758084611527,0.993381768604981,0.999452802982865,0.981852618103508,0.988651573893613,0.991925353529763,0.999989792026252,0.993594045007138,0.999810864643183,0.996240220379274
"D000077384","","120511-73-1",0.064093927,0.705769190881358,"D000077384","edc","Anastrozole",0.776883101376357,0.843961143906074,0.849657826139168,0.669600408760892,0.871759463451085,0.393728754039284,0.804099282313162,0.810036585290082,0.817423374606051,0.976399043613633,0.786607518798407,0.451049977755051,0.531854367092469,0.90527101540681,0.856708455308943,0.906523945282827,0.443857989811062,0.874549102198349,0.378878064401784,0.155613504378011,0.6440651131068,0.954874730786921,0.401990478054561,0.833067335274808,0.705769190881358
"C016403","","121-14-2",0.053682647,0.64657324866644,"C016403","edc","2,4-dinitrotoluene",0.409629557983309,0.828356424355285,0.808625774919506,0.81338287176081,0.840652699894897,0.674461617135041,0.859049634884646,0.53196465796526,0.909937215665994,0.909933850399498,0.65864417430171,0.644875849894052,0.677713525179816,0.454072820695177,0.749639992574615,0.73435000927192,0.165789129602609,0.862223545877911,0.0989154731616159,0.636940637585339,0.306485027145015,0.914083322317928,0.355663921880249,0.672366233542359,0.64657324866644
"C100058","","121-33-5",0.057802042,0.959828966075625,"C100058","unk","vanillin",0.980292347012355,0.998939967318252,0.999743426881202,0.993148363950192,0.976303100761151,0.980764204263923,0.998139625565317,0.984200070709497,0.991909763691499,0.988393978160871,0.989868202545152,0.94955331882445,0.961709437667413,0.999590476025318,0.966152564479906,0.998230011436807,0.961879776211922,0.99404121714068,0.938919709847674,0.730615280932822,0.70115510108388,0.999421070303639,0.958456248705395,0.994467922295684,0.959828966075625
"C015157","","121-69-7",0.056317181,0.631751889694348,"C015157","unk","N,N-dimethylaniline",0.616836401927373,0.85740844308589,0.945962850072291,0.377016123321189,0.635827790424007,0.604488420147239,0.605755660089456,0.473627160322775,0.771118167234011,0.936471161659149,0.989860216929738,0.485462358811089,0.807168796247718,0.931908376546105,0.00492712874916521,0.253721061941888,0.177868380295799,0.731444062436333,0.346596339157458,0.477667003622544,0.713753889171935,0.999537169813375,0.492553100769008,0.925065289888816,0.631751889694348
"D008294","","121-75-5",0.077353318,0.995960196301644,"D008294","edc","Malathion",0.999721052552589,0.998112783553131,0.99997776966241,0.999943466247662,0.999733820294156,0.996792001650608,0.999828336127927,0.999590283415615,0.999865690107785,0.998209905671543,0.999823326120412,0.995530881045183,0.991627644692309,0.999950396969812,0.999914941025547,0.999935694971511,0.992947104011495,0.999401352659252,0.995641383298323,0.987249484667969,0.953591165734833,0.999943239946717,0.995979578317573,0.999733408495092,0.995960196301644
"D011435","","121-79-9",0.069616262,0.926169549728132,"D011435","unk","Propyl Gallate",0.995918575068064,0.99620531050511,0.999007257230013,0.996100034711606,0.976976756036152,0.672713014968088,0.948948186723827,0.964394935590234,0.999632075528184,0.959046782274121,0.966071233894919,0.954365428186347,0.94443772873643,0.997682563125421,0.964821319558595,0.998167469604336,0.831315252281119,0.984157573003787,0.895868280432062,0.783560003030301,0.651851740745813,0.964515703737121,0.898540342652323,0.883771625851192,0.926169549728132
"C059768","","121-91-5",0.053136428,0.136055601241359,"C059768","unk","isophthalate",NA,NA,NA,NA,0.0214047823622444,0.0994799800581554,0.0109384959146954,0.00322235705340063,0.00431318324553582,0.0357836738886356,0.0667439847079867,0.332747474825745,0.255689680642321,0.0187779529817009,0.00465563515793211,0.353257125783663,0.155995411377922,0.416010862612513,NA,0.125148788979881,0.178427050613652,0.0301387028552913,0.161612808455188,0.310708472069364,0.136055601241359
"C009907","","12108-13-3",0.056476983,0.674253671606749,"C009907","unk","2-methylcyclopentadienyl manganese tricarbonyl",0.661939168690249,0.712907142854692,0.613219779557548,0.573884234453118,0.921424710275955,0.556592741464066,0.900120406794102,0.932014449848077,0.699376927989997,0.434831327207843,0.959768330598581,0.726091276395672,0.389032810680582,0.949411144744394,0.8132880508277,0.405556954115975,0.770516557477595,0.865549887802575,0.203793151626761,0.391420738157518,0.461258788261146,0.915622829193495,0.458108162464067,0.866358547080263,0.674253671606749
"C108338","","121552-61-2",0.065182496,0.99578384667362,"C108338","unk","cyprodinil",0.999263947004786,0.999804659981539,0.999817405922803,0.999549915035487,0.99813700159653,0.980987814908927,0.99978585312186,0.996589711110957,0.999243130437774,0.997397070900774,0.99984641110504,0.997594639688401,0.996153472752504,0.999883870004405,0.999867671594989,0.999857635413163,0.992620406796744,0.999416152254711,0.979160843656365,0.982714809009679,0.986010114076574,0.999881013669128,0.995704261914568,0.999524508209183,0.99578384667362
"D005278","","122-14-5",0.074040258,0.938664840120975,"D005278","edc","Fenitrothion",0.962577106950598,0.957159013961506,0.98059282271205,0.94779180761846,0.992994453955974,0.955287081881062,0.98300012358302,0.99167081142881,0.999635839884775,0.972159029902307,0.976163928930083,0.934889813017931,0.926755374210268,0.949565560080098,0.952246347447457,0.979016436317644,0.924366635796901,0.981877738668035,0.775425451143953,0.664974276091594,0.943239939407851,0.989090004393053,0.792941438476711,0.994535127043261,0.938664840120975
"D012839","","122-34-9",0.064523161,0.959475760433252,"D012839","edc","Simazine",0.991777491053945,0.999712872156249,0.990603167947864,0.999566804075293,0.9873727260403,0.910111164627173,0.992224393894944,0.99372090106333,0.998053323862036,0.989377630931382,0.993562980034334,0.985094178322106,0.794559957972091,0.987721896521108,0.978110841384056,0.993204714017253,0.890664103925471,0.994708569842858,0.936349828411041,0.738531722694715,0.897686839071464,0.995793841056367,0.993345347057967,0.995562954434709,0.959475760433252
"D004159","","122-39-4",0.075011908,0.789586627590442,"D004159","unk","Diphenylamine",0.8924847910164,0.801205176166026,0.451053967271925,0.60328217030662,0.915225113246385,0.801541833316246,0.95167681266581,0.971331083831075,0.979297330181527,0.961430693913398,0.874279500398693,0.703901252308269,0.840160287105275,0.581583823508459,0.918932353263472,0.977516433543152,0.429418901779913,0.922538733926461,0.762736679300073,0.809142013279159,0.591003217016505,0.970760913241086,0.287583834935288,0.95199214664939,0.789586627590442
"C025383","","122-57-6",0.077345513,0.806807861582202,"C025383","unk","benzylideneacetone",0.947252330876306,0.899890630774338,0.999216697367928,0.876109190417491,0.823032772270951,0.807255443013212,0.968154910905442,0.944060868752322,0.983914501902266,0.641151103292329,0.960988769808293,0.652897991367833,0.915251453212935,0.982480144050588,0.500563727789554,0.97497786117576,0.678610943788628,0.93840519003817,0.229581795596552,0.18819444227555,0.789252643153151,0.986687802032018,0.714103470339797,0.961353993771431,0.806807861582202
"C013192","","122-78-1",0.061379935,0.0974117914836714,"C013192","unk","phenylacetaldehyde",0.0452224024383226,0.0388244341478618,0.0270684016206227,0.0449736996920535,0.052522481411373,0.213476349058229,0.0301593932721525,0.0749552684993737,NA,0.0292009000142052,0.126476528320527,0.0922112324097203,0.0798965426452663,0.0749868578581176,0.395506262148949,0.0030415338802974,0.191664147537165,0.0572597182424705,0.0458118814800417,0.0446656802188759,0.0576265450732304,0.36663592936489,0.111418738977315,0.0368662758133832,0.0974117914836714
"C005398","","122-99-6",0.052339952,0.913649472337944,"C005398","unk","phenoxyethanol",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.913649472337944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.913649472337944
"C041588","","123-01-3",0.073711512,0.040815751855981,"C041588","unk","dodecylbenzene",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040815751855981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040815751855981
"C042291","","123-07-9",0.06410951,0.706357537978531,"C042291","unk","4-ethylphenol",0.956864463698814,0.96927818192622,0.959677497314256,0.996697253413893,0.415149866811219,0.829249407330246,0.261998674998515,0.994276721873682,0.996900441200905,0.939480588193573,0.226909878890209,0.844114321928694,0.499465550891357,0.942767539113372,0.991487330843177,0.935883744556021,0.641863237683989,0.414513061041533,0.863139542730169,0.781561026550648,0.14511423666297,0.161276524073947,0.545923594370262,0.63898822538706,0.706357537978531
"C024896","","123-11-5",0.05316484,0.0255924158845497,"C024896","unk","4-anisaldehyde",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0255924158845497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0255924158845497
"C031927","","123-31-9",0.0549731,0.980350468300759,"C031927","unk","hydroquinone",0.996877050487511,0.989038195618773,0.99948219384563,0.995735381262511,0.997318999378385,0.955752135845877,0.998923892048443,0.997436106207406,0.997860191109697,0.944160892161498,0.99936550426811,0.928882635767837,0.971440548028949,0.999519574101865,0.99712065687752,0.998287416604966,0.931423963290707,0.989603380470179,0.979058557752874,0.924299462150302,0.955162956753419,0.99980118711509,0.985274790141978,0.996585567928693,0.980350468300759
"D008300","","123-33-1",0.047611636,0.750218503553012,"D008300","unk","Maleic Hydrazide",0.863719532200132,0.714841590686556,0.207929716479636,0.286409919825771,0.9476194456241,0.925255407271459,0.876889064308948,0.972535370012397,0.977962308021496,0.932066556603549,0.872902592303903,0.842505634874752,0.846534984522011,0.774856146074778,0.74359879546457,0.981054481473811,0.623374723117979,0.681677070591745,0.24327754865232,0.863562418800136,0.579488587960706,0.973230031174173,0.356925334703926,0.917026824523447,0.750218503553012
"C008574","","123-35-3",0.065130287,0.241256406024214,"C008574","unk","beta-myrcene",0.0550164686310655,0.133286043041008,0.623537351327056,0.615434802099739,0.151060258137102,0.267365680408183,0.329386485597389,0.156433943043778,0.27256379509909,0.245098637284222,0.101107614273838,0.0473412182905557,0.0794878544712557,0.629868125863833,0.245586068594197,0.286680174228408,0.384766483375158,0.0710738521451637,0.146451145811352,0.120431868681649,0.107136547021557,0.335550372710137,0.142576405528663,0.242912548916748,0.241256406024214
"C029683","","123-51-3",0.051052815,0.14542882204291,"C029683","unk","isopentyl alcohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14542882204291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14542882204291
"C067943","","123-96-6",0.053500794,0.0122973845042409,"C067943","unk","2-octanol",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122973845042409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122973845042409
"C480311","","123312-89-0",0.050146517,0.235267360605947,"C480311","unk","pymetrozine",NA,0.045829991183155,0.88149169878112,0.125249164686723,0.328013716408175,NA,0.148157403882673,0.0140128636128626,0.178144639290644,0.582385969204238,NA,0.273161849186245,0.123825841581181,0.250100087404537,0.0350926190743998,0.535771749988899,NA,0.0084319659747905,0.0319945983320793,0.134550587666192,0.303330384043183,NA,NA,NA,0.235267360605947
"C031492","","124-07-2",0.062632295,0.845615591005903,"C031492","unk","octanoic acid",0.908982155533363,0.954976519634714,0.31926622085763,0.946916038374522,0.979026623289587,0.9053786000059,0.988354255113682,0.42942871135858,0.77205165591079,0.988349291941954,0.955579214436244,0.954117174461754,0.956055110282868,0.956230398106404,0.970452270975395,0.917522126454149,0.64154958851072,0.932660881698155,0.791531896863219,0.817545535674505,0.542175747057288,0.964933359936075,0.72489956678917,0.976791240875007,0.845615591005903
"C031639","","124-13-0",0.067399284,0.00370989074418668,"C031639","unk","caprylic aldehyde",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00370989074418668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00370989074418668
"C012867","","124-18-5",0.070273704,0.677430216336389,"C012867","unk","decane",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677430216336389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677430216336389
"C034516","","124-40-3",0.047491474,0.000954188021977899,"C034516","decoy","dimethylamine",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000954188021977899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000954188021977899
"D014221","","124-94-7",0.233068699,0.918420476489745,"D014221","unk","Triamcinolone",0.960769697125978,0.972638373148758,0.988392421780438,0.976728500751661,0.972529729759327,0.939710296259497,0.82581029190882,0.919413294705437,0.972761322097539,0.955599292233261,0.929247499123487,0.766654907923652,0.889967875930093,0.99658011739716,0.991761853306538,0.983118986736447,0.753273172605128,0.940013350991292,0.774240947148927,0.831820592620504,0.86634367138611,0.994524812187134,0.884045446773979,0.956144981852711,0.918420476489745
"C018535","","1241-94-7",0.084621306,0.871079209802183,"C018535","unk","2-ethylhexyldiphenylphosphate",0.919023723171803,0.928230714362533,0.867766305695707,0.910707878144064,0.563495052456049,0.737428281280081,0.849825060413656,0.764390625924077,0.915485681639576,0.977501826877485,0.709065884362449,0.756181663547875,0.903544292238944,0.957802851260624,0.918341794554642,0.998289817715576,0.831163944698644,0.92144687148541,0.75456818713274,0.841669918115238,0.963851176319804,0.996043962763992,0.954284400715272,0.965791120376145,0.871079209802183
"C011331","","125-12-2",0.063928821,0.0807071756287722,"C011331","unk","pichtosin",0.00562721489770037,0.0148057439840231,0.00119574401633733,0.0165861259565673,0.00682441257092942,0.0714978655516376,0.110037618674888,0.000116072862667045,0.0281614044597328,0.057664017121691,0.0458927669833064,0.0209195361908782,0.230583834739536,0.0992515740450605,0.145754239322341,0.00612334014664483,0.158344915425496,0.0612131998358701,0.076783292873823,0.0452149843418829,0.0373099891888597,0.331727373668663,0.0485499891014191,0.316786959130578,0.0807071756287722
"D000616","","125-84-8",0.052994305,0.770743274298428,"D000616","edc","Aminoglutethimide",0.824260312830539,0.792851315822585,0.817824118482727,0.920042939264208,0.989070693794426,0.650742067271549,0.946840250747793,0.887135771311444,0.937655153131724,0.969265857219112,0.888294104546206,0.492379781564243,0.554206458568212,0.814091903690064,0.910236705717998,0.919829789414221,0.116645275289245,0.932550574347796,0.806743793064201,0.469548880044658,0.613263636238037,0.971214883755475,0.400382916651789,0.87276140039401,0.770743274298428
"C012085","","126-72-7",0.084378449,0.975390333109328,"C012085","edc","tris(2,3-dibromopropyl)phosphate",0.984253926688963,0.998215216410995,0.998793410626038,0.992507150755652,0.991954591623446,0.969389143920114,0.997255297533126,0.994574945718905,0.985287207511837,0.955517470563154,0.98583557322077,0.9861544083641,0.986165276867079,0.998714492362072,0.994398301614146,0.992182076277371,0.973269625156376,0.996039181892945,0.92358808314651,0.967021259487928,0.806657833625821,0.995574883288775,0.937136457634845,0.998882180332903,0.975390333109328
"C009524","","126-73-8",0.077198487,0.966773467229239,"C009524","edc","tributyl phosphate",0.971322220862872,0.996177867721869,0.999772937472026,0.998712191806851,0.972397096165674,0.96952497368724,0.980242737676462,0.983159482987134,0.99933747178141,0.973663822778759,0.997352427752493,0.948405333426157,0.980387916474648,0.995545479374726,0.985963664988684,0.983988583689751,0.693996031268415,0.994181501027979,0.921457009810818,0.973590655620284,0.985735087670562,0.99990926879199,0.904602822549776,0.993136628115146,0.966773467229239
"C008385","","126-98-7",0.05371876,0.347952169150965,"C008385","unk","methacrylonitrile",0.0579350864965744,0.204803969832856,0.178512263523952,0.954394060153071,0.591508231228796,0.283080564715019,0.145845879321653,0.40547924556544,0.141358394588853,0.375355512800165,0.252686285380546,0.119835397879438,0.3466697025123,0.169901406379732,0.614739778558664,0.116452899338603,0.789639122826494,0.109871575882861,0.10538899593959,0.538763978864658,0.680249518651449,0.638999811359314,0.275500714488881,0.253879663334261,0.347952169150965
"D006918","","127-07-1",0.045552945,0.946959775029365,"D006918","unk","Hydroxyurea",0.96721790258184,0.9780387220158,0.992250301653042,0.957286348626299,0.979638758012993,0.931438738573596,0.965337296725371,0.964717737927118,0.870685243212915,0.870259030906632,0.985147151814826,0.813355779001665,0.935481351775162,0.992398067319686,0.994257449107876,0.994808107400418,0.897418043409953,0.982649850763894,0.941201900996609,0.830100371710924,0.915294004538739,0.994810886069563,0.977928874330881,0.995312682228957,0.946959775029365
"C009166","","127-47-9",0.090283866,0.738460344387516,"C009166","unk","retinol acetate",0.990178880478013,0.0347019418936114,0.0137551305704249,0.145849057381587,0.652414213854334,0.957103730281577,0.907182384000952,0.980970937948156,0.413925088851074,0.827455614169397,0.957108208742812,0.899377252497476,0.874211595505422,0.999075220154368,0.980398494476062,0.745566755890843,0.650400606412886,0.94175358965485,0.850846582673062,0.496614480766186,0.560369096206927,0.96457186201996,0.897542706698324,0.981674834172073,0.738460344387516
"D002084","","128-37-0",0.099662872,0.992904583542691,"D002084","edc","Butylated Hydroxytoluene",0.999572572388783,0.999590617215864,0.999475437329442,0.999090961994877,0.999585788960822,0.988684065439516,0.999782143034146,0.997409998687613,0.996519397350785,0.983069141261872,0.999249465673645,0.991152840270208,0.990210252660607,0.999558568389238,0.998810710153331,0.998233874520802,0.986512463004689,0.99788027913875,0.987118394229183,0.950079364851728,0.982140121494304,0.999857454781908,0.989674385064222,0.996451707128248,0.992904583542691
"C035407","","128-39-2",0.063336178,0.0506877833867401,"C035407","unk","2,6-di-tert-butylphenol",0.0473185129410643,0.0655495263526575,0.0399897442004314,0.00188937731456333,0.0340103629046939,0.0618515260623232,0.0467084816024025,0.036455995892796,0.0188828578752804,NA,0.0448901599633036,0.0376790508428087,0.0386862508367607,0.104251586107022,0.00897935391304214,0.0340173054753397,0.0418758952849081,0.00257792337910095,0.0806372740359436,0.0856030699881594,0.0209526189200434,0.0810060901813984,0.222132064693151,0.00987398912782854,0.0506877833867401
"C039689","","128-95-0",0.085067081,0.920397236559251,"C039689","unk","1,4-diaminoanthraquinone",0.944254359964473,0.947617329694472,NA,0.945865680248075,NA,NA,NA,0.950590922749685,0.967810476929943,0.954242958876749,NA,0.885314168890148,NA,NA,NA,0.966529553005345,NA,0.978262039353069,0.719544890674027,0.890689552004731,NA,NA,0.894044906320292,NA,0.920397236559251
"C030984","","129-00-0",0.064396829,0.994678025796793,"C030984","unk","pyrene",0.999910587937337,0.997357492630382,0.999955867980524,0.999927177834151,0.998697003811942,0.97813767016071,0.999118241575832,0.999834908377829,0.999820255594852,0.999574245641757,0.99972211942873,0.991834331163849,0.986256352096452,0.999731029874248,0.999320051563545,0.999970606393731,0.990782926714638,0.998444557866099,0.993746495501689,0.991212861824134,0.956734754541698,0.999841156314829,0.993335977899368,0.999005946394702,0.994678025796793
"D000077267","","129453-61-8",0.134462926,0.994856307787943,"D000077267","edc","Fulvestrant",0.999107250481093,0.998404434581736,0.99994625511717,0.999804988435374,0.999684194293342,0.994427857142231,0.999879444979597,0.999085559372602,0.998405936154652,0.993728327926858,0.99932135425012,0.991788464696535,0.990541604371863,0.999144008741051,0.996558671309491,0.999432761919729,0.981732868673087,0.997607731952595,0.984088774110545,0.984267970773029,0.982103674948218,0.999916223408128,0.991298337114474,0.996274692157112,0.994856307787943
"C012568","","13071-79-9",0.066379056,0.449897489895409,"C012568","unk","terbufos",0.904612865065035,0.375988467673477,0.00216759001362492,0.0116852536860206,0.552110894022534,0.209141116082923,0.510148124866499,0.939873138319347,0.854510420525967,0.933916029707938,0.396726302235961,0.422934633099146,0.450721837363574,0.0367720009478227,0.240883418514626,0.241327089541008,0.0525668174649032,0.859106584187755,0.523118756791634,0.663553681906412,0.102955344360532,0.815473676284053,0.0743600888334217,0.622885625995615,0.449897489895409
